"id","account","text","text2"
"2893","@AlejoMiranda","with tears in their eyes tell how people over 65 must have their respirators removed to give it to the younger people suffering . Seniors are sedated so they don't suffer. "" #CoronavirusPandemic #CoronaVirusUpdates","with tears in their "
"2892","@inteldotwav","Data from http://windy.com shows a massive release of sulfur dioxide gas from the outskirts of Wuhan, commonly associated with the burning of organic matters. Levels are elevated, even compared with the rest of China.","Data from http://win"
"3297","@Alvisepf","Llamaban 'asesino' a Rajoy por la muerte de un perro.

Llamaban 'asesino' a Rajoy por el Prestige.

Llamaban 'asesino' a Rajoy por la gestión de la ruina de ZP.

Recuérdenlo ahora que piden unidad con 533 muertos y una España con la mayor tasa de letalidad en #Covid19 de Europa.
","Llamaban 'asesino' a"
"3651","@yovelezarcelay","Un médico en Italia comparte q se debe dejar los zapatos en la entrada, como los orientales, porque el virus sobrevive 9 hrs en el asfalto. De lo contrario, lo estamos introduciendo en nuestas casas. Ahora se están lavando las calles en Milán","Un médico en Italia "
"3760","@AbogadosAdriano","MUY IMPORTANTE: Recordad que en Estado de Alarma las Cias.aseguradoras no se hacen responsables de asistir y cubrir los accidentes de tráfico amparados por la póliza, salvo que se demuestre que el motivo del desplazamiento estaba autorizado según RD 463/2020. #CoronavirusESP","MUY IMPORTANTE: Reco"
"1758","@bartvalletta","No hago llamado al régimen , sería inútil, pero si hago 1 llamado al q dice ser PRESIDENTE interino Guaido y su banda d corruptos, me han dicho q ya c consiguen muertos en las calles x el COVID-19 , EN VEZ d seguir pidiendo reales xq no pides ayuda en insumos sanitario y comida?","No hago llamado al r"
"4465","@MCDTM350YA","Se ha encontrado la fuente principal de #coronavirus. Resulta que muchos techos de casas en Wuhan, provincia de Hubei, están fuertemente infestados con murciélagos de crisantemo, un tipo de murciélago que transporta el virus en su cuerpo.","Se ha encontrado la "
"4465","@deademuz","Se ha encontrado la fuente principal de coronavirus.  Resulta que muchos techos de casas en Wuhan, provincia de Hubei, están fuertemente infestados con murciélagos de crisantemo, un tipo de murciélago que transporta el virus en su cuerpo.","Se ha encontrado la "
"4465","@DancPTY","Se ha encontrado la fuente principal de coronavirus.  Resulta que muchos techos de casas en Wuhan, provincia de Hubei, están fuertemente infestados con murciélagos de crisantemo, un tipo de murciélago que transporta… https://instagram.com/p/B8xZnGfhDGD/?igshid=19yl96cxhbtpw","Se ha encontrado la "
"1577","@marcelorubens","Como tem primo esse Antonio Carlos...","Como tem primo esse "
"4366","@jose_simao","Espanha:”Mais de 80 clientes em quarentena num prostíbulo por coronavírus”. Aí sim!","Espanha:”Mais de 80 "
"4918","@Jordan_Sather_","‘NO KNOWN CURE FOR CORONAVIRUS’, they say. Well, it sure sounds like chlorine dioxide could wipe it out.","‘NO KNOWN CURE FOR C"
"4918","@Jordan_Sather_","No, I do not sell chlorine dioxide or what's used to make it. 

but if I wanted to find something like that, I'd go to http://kvlab.com","No, I do not sell ch"
"4610","@Diced__","Chinese converting to Islam after realising that no muslim was affected by #Coronavirus #COVD19 in the country","Chinese converting t"
"4610","@AzareBappha","Chinese people's start Converting to @islam","Chinese people's sta"
"4746","@brajeshlive","जिंदगी की भीख मांगते चीन के वूहान शहर के ये लोग अपने घरों से चीखकर गिड़गिड़ा रहे हैं. इलाज, मदद की बजाय इन्हें घरों में बंद कर दिया गया है. चीन के लोगों की ये चीखें सदियों तक विश्व समुदाय का पीछा करेंगी. कोरोना वायरस चरम की तरफ बढ़ रहा है.भारत को तत्काल तैयारी में जुटना होगा.","जिंदगी की भीख मांगते"
"4684","@The_Mask_For_Pr","OMG..The man falling down from the balcony...
The people are locked up in their homes.
The fire department helped them to escape...
#coronavirus #CoronavirusOutbreak #coronavirusjapan #coronavirusdeutschland #coronaviruschina #Coronavirusmexico #coronaviruswuhan #corona
#COVID19","OMG..The man falling"
"4684","@Truthaboutwcor1","They are wielded in and it was their own government who set these fires its happening all over China I used to live three & I still have expat friend there who say everything is true","They are wielded in "
"4684","@shamenled","Not enough room in crematoriums so to save resources the CCP have decided to just use their apartment block.","Not enough room in c"
"4684","@organic_pekitas","Horrible government they need to remove the president of china","Horrible government "
"4684","@cristina_franco","Why so many fires.... are they burning them alive? I wouldn't put it past Xi. #coronavirus #XiJinping","Why so many fires..."
"4879","@Priyake14885278","कोरोना वायरस से मृत्यु हुई तो शव को दफनाया नही जलाया जाएगा: चीन

दुनियावालों अब पता चला सनातनी रीति-रिवाज कितने वैधानिक हैं?

#जय_हिन्दुत्व 
#जय_श्रीराम","कोरोना वायरस से मृत्"
"4879","@Akki9807","China PM who told we'll translate the Quran as our own  realised that the only one way to protect from the korona virus is doing 'sajtha' to Allah and went to mosque to pray, Masha llah","China PM who told we"
"731","@YogiDevnathji","राजस्थान के ""झालावाड़"" में एक साथ 100 नर्सों ने दिया इस्तीफ़ा... क्योंकि जमाती उनपर थूकते है, वार्ड बॉय खाना देने जाता है तो जाहिल जमाती बिरयानी की मांग करते हैं और मांग पूरी नहीं होने पर उन्हें गंदी गंदी गाली देते है...

#योगी_है_तो_न्याय_है
@VasundharaBJP","राजस्थान के ""झालावाड"
"3102","@_Chinioty","Vladimir Putin has given Russians two options.
You stay at home for 2 weeks or you go to jail for 5years. No middle ground.
RUSSIA: Vladimir Putin has Dropped 800 tigers and Lions all over the Country to push people to stay Home.. Stay Safe Everyone!!
","Vladimir Putin has g"
"617","@anil76026272","*WORLD HEALTH ORGANISATION PROTOCOL&PROCEDURE OF LOCKDOWN PERIODS FOR CONTROLLING  ON MOST DANGEROUS VIRUS*

STEP 1 - 1 DAY.
STEP 2- 21 DAYS.
AFTER 5 DAYS.
STEP 3- 28 DAYS.
AFTER 5 DAYS.
STEP 4 - 15 DAYS.","*WORLD HEALTH ORGANI"
"3147","@MohammadAhmedDh","#Covid_19
Vladimir Putin has given Russians two options
You stay at home for 2 weeks or you go to jail for 5years
No middle ground
RUSSIA Vladimir Putin has Dropped 800 tigers and Lions all over the Country to push people to stay Home.. Stay Safe Everyone!","#Covid_19
Vladimir P"
"1557","@SudhaRamenIFS","Sambar deers enjoy a walk along the beach somewhere in Srilanka. The beach that was always with people is just all theirs. Fwd via WA.","Sambar deers enjoy a"
"4545","@SolomonYue","OMG: China needs #coronavirus SWAT (special weapons and tactics) police team to arrest this drop dead virus victims.","OMG: China needs #co"
"4662","@LanaMo16","#coronavirus 武汉 病毒 Large Explosion in Wuhan, China just happened about an hour ago #wuhan #WuhanCoronavirus 1/24/2020","#coronavirus 武汉 病毒 L"
"795","@ImKruttika","Ernakulam was in green zone. ONE DAY of reopening and they already have 16 cases in one single area. From green zone to a hotspot in 6 hours! @vijayanpinarayi great Kerala model you have going on in here. @narendramodi @MoHFW_INDIA","Ernakulam was in gre"
"1207","@ashishmahi4bjp","हल्द्वानी में मस्जिद के इमाम को कोरोना के लक्षण पाए गए जिसके बाद इमाम सहित लगभग 12 लोगों को भी कोरेन्टीन करने गई डॉक्टरों की टीम पर जिहादियों ने पत्थर बरसाना , गाली देना और लाठी डंडे से धावा बोल दिया!
ऐसे लोगों को देश के लिए दीमक  ना कहूँ तो क्या कहूँ生氣的臉
@KapilMishra_IND @ippatel","हल्द्वानी में मस्जिद"
"4661","@LanaMo16","#wuhan NSFW!🚨Bus driver 巴士司机 vomits blood after becoming unconscious behind the wheel - the 47 year old #wuhan resident was positively confirmed to have the #WuhanCoronavirus #coronavirus 冠状病毒 🚨
#Explosion","#wuhan NSFW!🚨Bus dri"
"748","@007AliSohrab","🤔","🤔"
"748","@AbdulKa41377192",NA,NA
"399","@mythoey","COVID-19
China Outbreak Virus In December 19

#COVID19","COVID-19
China Outbr"
"399","@NekomuraTsukiyo","#COVID19 stands for China Outbreak Virus in December 19","#COVID19 stands for "
"399","@shiroku08932300","COVID-19 :
China 
Outbreak
Virus
In
December 
19
#WuhanCoronavirus #ChinaPneumonia","COVID-19 :
China 
Ou"
"1553","@karhashofficial","As the Corona virus PH value varies from 5.5 to 8.5 ,

If you lit Light at 9PM value of PH increased more than 8.5 and kills Bacteria ! 

@Kaspology","As the Corona virus "
"4058","@XRP_589_Theunis","The remedy for the corona virus may have existed for a long time, 1934  Old malaria drug seems to work against coronavirus symptoms.  Made in Holland","The remedy for the c"
"592","@mohsinmalvi19",NA,NA
"1793","@susantananda3","Wild getting urbanised..
As humans stay indoors, wild animals take over the cities. Puma at Santiago, Deer’s at Trincomalee, wild Turkey at Boston & Deer at Nora.
The deer at Nora, Japan have taken over the city in absence of people feeding them & foraging on grass & flowers.","Wild getting urbanis"
"441","@QazJournalist","تَن تَن در ووهان چین.
به لباسها دقت کنید انگار وضعیت الان ووهان چین در مقابله با کروناست. راز این کرونا چیست؟ آیا برنامه ریزی از قبل شده است؟

#همه_باهم_علیه_کرونا","تَن تَن در ووهان چین"
"3353","@pinbin6","#بيل غيتس هو أحد أكبر الداعمين مالية لمشروع #كورونا واللقحات، وهذا المشروع تم","#بيل غيتس هو أحد أكب"
"607","@olivierveran","La prise d'anti-inflammatoires (ibuprofène, cortisone, ...) pourrait être un facteur d'aggravation de l'infection. En cas de fièvre, prenez du paracétamol.","La prise d'anti-infl"
"4062","@zhiwei1221","意大利排华","意大利排华"
"4962","@rulosk_el","Es terrible esto en #Wuhan@YoInvierto @EdgarcOchoa @gzechnas pic.twitter.com/RTXmfLjNF0","Es terrible esto en "
"4624","@jenniferatntd","At Wuzu Town, Huangmei County in #Hubei , a woman was said to have shot dead after she attempted to break the blockade set up to contain #coronavirus . 湖北省黄梅县五祖镇 , 据说这名妇女因强闯 #武汉肺炎 封锁线被警察打死。#CoronavirusOutbreak
何不 #全民自救 #全民互救 ？ pic.twitter.com/HqEvzSknz2","At Wuzu Town, Huangm"
"4601","@arslan_hidayat","The escape from #China has begun through unpatrolled borders.

Thousands of people have escaped to Vietnam from the ‘Guangxi’ border.

#coronavirus 

Via: TRT journalist Mirkamil Kasgarli","The escape from #Chi"
"4467",NA,"It’s going to end up like that in France, too, with mandatory screenings for coronavirus, Chinese people don’t mess around with someone suspected of having Covid-19!","It’s going to end up"
"4467","@SoumayyaY","Ca va se terminer comme ça en france avec les controle pour le #coronavirus ???? ⤵️ pic.twitter.com/tZmub4sgEW","Ca va se terminer co"
"4467","@RebeccaRambar","#Chine Vidéo qui documente le port du masque qui est obligatoire dans certaines villes, sous peine d'arrestation...
Date & lieu non précisés
#WuhanOutbreak #Pneumonia #China #Coronavirus #COVID19","#Chine Vidéo qui doc"
"4000","@BBaronnet","Qui aurait pu prédire le #CoronavirusFrance ? Dans Les Combattants (2014), il était question d'épidémie &... de Coronavirus. Adèle Haenel s'y préparait à la fin du monde. Un scénario de fiction imaginé par Thomas Cailley & Claude Le Pape. Savoureux à revoir aujourd'hui","Qui aurait pu prédir"
"2806","@realDonaldTrump","HYDROXYCHLOROQUINE & AZITHROMYCIN, taken together, have a real chance to be one of the biggest game changers in the history of medicine. The FDA has moved mountains - Thank You! Hopefully they will BOTH (H works better with A, International Journal of Antimicrobial Agents).....","HYDROXYCHLOROQUINE &"
"1268","@demindblower","#borisout we need a leader in these bleak times","#borisout we need a "
"3473","@Jacuzzi_Yakuza","London shutdown on last Friday. Troops spotted in Clapham.","London shutdown on l"
"4762","@inteldotwav","Data from http://windy.com shows a massive release of sulfur dioxide gas from the outskirts of Wuhan, commonly associated with the burning of organic matters. Levels are elevated, even compared with the rest of China.","Data from http://win"
"1777","@SwanseabayNHS","We are aware of an inaccurate Tweet circulating making claims of nurse deaths in our ITU department. This claim is incorrect. No nurses have died in our ITU.","We are aware of an i"
"1633","@OoasWaho","#COVID19 #ECOWAS DAILY UPDATE for April 6, 2020","#COVID19 #ECOWAS DAI"
"3136","@ikaveri","Here's an unexpected side effect of the pandemic - the water's flowing through the canals of Venice is clear for the first time in forever. The fish are visible, the swans returned.","Here's an unexpected"
"3136","@Lukalashx","Venice hasn't seen clear canal water in a very long time. Dolphins showing up too. Nature just hit the reset button on us","Venice hasn't seen c"
"3042","@MikeFamiyesin","In the quest to prevent further spread of Coronavirus, the Russian President, Vladimir Putin has released 500 Lions on the street to force people to stay home.","In the quest to prev"
"3143","@luisvipe","Every economic crisis is paid for the same population segment, the working class! Riots in London","Every economic crisi"
"3231","@charan2697","Logic behind Janta Curfew :As corona virus life at one place is 12 hours and Janta Curfew is for 14 hours,so that places or points of public areas where corona may have survived will not be touched for 14 hrs could break the chain.#JantaCurfewChallenge#JanataCurfewMarch22","Logic behind Janta C"
"3137","@RenukaJain6","The 5pm clapping modi asked us to do is extremely interesting. At that time Moon is passing to a new 'nakshatra' called Revati. The playing of bells and clapping: The cumulative vibration will encourage blood circulation in the body. .","The 5pm clapping mod"
"331","@hashimoto_lo","どうも役人の判断はおかしい。ここまで機内の感染を恐れるなら、まず中国人観光客の入国を保留しなければならないのに、それは法的根拠がないからといってやらない。ところが今回の邦人感染者のチャーター便搭乗拒否は、法的根拠がなくてもやる。日本人を守るという意識が日本政府に弱い。","どうも役人の判断はおかしい。ここまで機内"
"1481","@knife9000","れは本当にマズいです！アメリカ大使館が、国内の米国人は日本から脱出するように警告しています。・米国民は日本から帰れなくなる前に早急に脱出せよ・日本政府はなるべく検査をしない方針であり、統計は正しくない・近いうちに日本の医療は崩壊するhttps://t.co/covH4s9K2g","れは本当にマズいです！アメリカ大使館が、"
"1686","@JPYlTqpLzb65rdX","日本では絶対に報道されません。拡散希望です。「新型コロナウイルス罹患した患者の多くが肺が繊維化。生存率は肺癌よりも低い」1度でも罹患したら人生変わってしまう後遺症(殺人)ウイルス。","日本では絶対に報道されません。拡散希望で"
"4001","@Nexofin","#URGENTE | El presidente de Brasil, Jair Bolsonaro, dio positivo para el Coronavírus.","#URGENTE | El presid"
"2388","@AlRangelS","Buenas noticias: según John Hopkins University, la letalidad de virus en Colombia es la tercera más baja del mundo, después de Chile y Alemania. Es menor 10 veces que en Italia, 8 veces que España, 6 que en Irán y 5 que en Francia. No bajemos la guardia !!","Buenas noticias: seg"
"1752","@tomasuribeEco","Colombia líder en UCI en Latinoamérica. Cambiemos el deporte nacional de quejarnos por apreciar un país que a pesar de las dificultades avanza y logra destacarse.","Colombia líder en UC"
"2107","@RoyBarreras","Numero de test a la población realizados por pais. Colombia aparece en EL ULTIMO LUGAR . Muy grave. Cuando testear es la clave para controlar epidemia y ademas reorientar aislamiento de los paises.","Numero de test a la "
"3622","@NoticiasCaracol","#Ampliación la administración nacional de productos médicos de China autorizó el inicio de pruebas clínicas de la vacuna contra el #COVID_19 en humanos, este es un proceso que puede tardar meses https://buff.ly/2QjGcJ0","#Ampliación la admin"
"3735","@joaquinroblesza","Me acaban de informar de la detección de 30 casos de coronavirus en Barranquilla, pero el alcalde Alejandro Char se niega a tomar las medidas correspondientes porque no quiere producir alarma entre la población.","Me acaban de informa"
"772","@Ievyrincon","Es de no creer lo que está pasando en Bogotá en estos momentos es el reflejo de la desesperación de la gente. Como no llegó el bono del ingreso solidario ahora se toman los centros bancarios. RT#CuarentenaExtendida #DuqueMiserable","Es de no creer lo qu"
"335","@Z4taNiK0","¿Cómo así que un tanque de Postobón se infectó con Coronavirus y todas las gaseosas quedaron contaminadas?","¿Cómo así que un tan"
"3621","@JaimeIAragon","Despistaje del CONVID19 según el Dr. Manuel Elkin Patarroyo, científico colombianopic.twitter.com/ENzbA6TWVf","Despistaje del CONVI"
"2144","@TrumpWarRoom","The media is giving a pass to a pro-Biden TV ad that doctors and deceptively edits audio of President Trump, even though every independent fact checker said President Trump DID NOT call the coronavirus a hoax. Joe Biden, on the other hand? This sounds authentic…","The media is giving "
"3089","@prioritiesUSA","Trump refused to take the threat of the coronavirus seriously, now he won’t take responsibility as his administration has been totally unprepared for this crisis.","Trump refused to tak"
"1323","@realDonaldTrump","More Crazy Nancy Pelosi deleted this from her Twitter account. She wanted everyone to pack into Chinatown long after I closed the BORDER TO CHINA. Based on her statement, she is responsible for many deaths. She’s an incompetent, third-rate politician!","More Crazy Nancy Pel"
"137","@DrMattMcCarthy","NEW: CDC guidance on masks expected to change in next 10 days. Americans will be advised to wear masks in everyday life. Current recommendation is for high-risk groups only.","NEW: CDC guidance on"
"3629","@TRUMPPOWER1","#COVID2019 #COVIDー19 #COVID","#COVID2019 #COVIDー19"
"1438","@JackMotleyLive","More Our society never reacted to any of the other mortal issues that cause death in a regular basis! Some will die, yes, so is the cycle of life! On its face, This pandemic will go down as the greatest “con” of our time!","More Our society nev"
"4116","@thetroopsNFL","More BREAKING: virus outbreak in the following states: Michigan (89,375 confirmed cases) Washington (55,473) Idaho (12,456) North Dakota (8,737) Missouri (4,637) Mississippi (3,224) 10,000 confirmed deaths CDC advises those in these states to stay home today if older than 55","More BREAKING: virus"
"4640","@inteldotwav","Data from http://windy.com shows a massive release of sulfur dioxide gas from the outskirts of Wuhan, commonly associated with the burning of organic matters. Levels are elevated, even compared with the rest of China.","Data from http://win"
"2249","@ChristinePolon1","I just called this hospital. They checked twice and there is NO Dr. Colleen Smith that works there. Critical care patients are in gowns, not shoes and street clothes. They have plenty of ventilators! This is a flat out lie! @realDonaldTrump @SecPompeo @EsperDoD #COVID19 https://twitter.com/timjhogan/status/1243000584254472195 …","I just called this h"
"4883","@CStoreNews_","Video from China shows People feeling the heat of the #Coronavirus, people trying to escape the quarantine zone. #Wuhan #CSCEC #China #coronavirus. , #冠狀病毒, #וירוס, #코로나바이러스, #コロナウイルス, #коронавирус,","Video from China sho"
"4641","@GautamTrivedi_","Before you start popping the bubble wrap from your next Amazon package, just remember the air inside the bubbles is from China. You're welcome.","Before you start pop"
"367","@SHARKSURVIVOR1","Look at this image: FIFTEEN pandemics have originated in China. Are they releasing these on purpose, or are all of these deadly agents coming from their filthy third world Petri dish wet markets?","Look at this image: "
"3938","@HOwensUSA","New York City will begin a city wide quarantine starting tonight, sources close to the situation tell me. Andrew Cuomo and Mayor De Blasio will be making an announcement shortly.","New York City will b"
"1829","@J_Rodrigues_Off","📢🧔🏻 j’ai reçu cela ? Fake ou pas fake ?? 🤔 @DidierMaisto @Poulin2012 @PLudosky @FlyRiderGj @gaulois_l @RaquelGarridoFr @millerofficiel @GaccioB @collCartonJaune @CerveauxNon @GalouRoti @Trickpa75 @NRamphft @tropical_boy @GiletsJaunesGo","📢🧔🏻 j’ai reçu cela ?"
"2311","@Alvisepf","¿Sabéis qué ex-alcaldesa de 76 años ha recibido en su casa un respirador personal de la empresa 'VitalAire' para evitar acudir a un Hospital Público y hacer cola como el resto de españoles? Os doy una pista: No informará de ello ni @LaSextaNoticias ni medio alguno de izquierdas.","¿Sabéis qué ex-alcal"
"4008","@marclopesx","URGENTE: Presidente Jair Bolsonaro testa [trad.: da] positivo para Coronavirus Covid19","URGENTE: Presidente "
"4047","@primejoselu_","Follow Follow @primejoselu_ More ÚLTIMA HORA 🚨 | El coronavirus ha llegado a la casa real. Juan Carlos I ha dado positivo en el test #Covid19. Los actuales reyes y las infantas se someterán mañana a primera hora al test.","Follow Follow @prime"
"2292","@Urgenciaslapaz","""Bueno y tras varios días peleando con supervisión del hospital Infanta Leonor para que nos den Epis y nos dicen que no hay material.  Aquí os dejo fotos del almacen-muelle del hospital""","""Bueno y tras varios"
"1818","@JCPalmaDiseno","More Así está ahora mismo la salida A3 hacia Valencia ¿ #YoMeQuedoEnCasa ? En #Madrid 🧐","More Así está ahora "
"1818","@colinocolino","More Esto me lo envía una amiga desde su casa. Ahora mismo en la A3. Por favor, estamos en CUARENTENA, qué parte no enténdeis? Espero que haya controles","More Esto me lo enví"
"1944","@vox_es","More Las imágenes que el Gobierno quiere ocultar y las televisiones gubernamentales no emiten. El resultado de sus negligencias, sus ocultaciones y sus mentiras. ⚫ #DEP todos los españoles caídos en esta tragedia.","More Las imágenes qu"
"4717","@AnimaNaturalis","Nada justifica que @ChinaEmbEsp ordene que los perros y gatos sean eliminados de inmediato para evitar que se expanda el #coronavirus. Y menos cuando no se han registrado casos de animales contagiados o portadores de la enfermedad. ¡Basta ya! via @AnimaNaturalis","Nada justifica que @"
"1334","Official French data on #tobacco smoking & #covid19 replicate the picture in China, Germany & USA: A remarkable low rate of smokers are hospitalised w/ coronavirus compared to smoking prevalence (France 23%).","Official French data on #tobacco smoking & #covid19 replicate the picture in China, Germany & USA: A remarkable low rate of smokers are hospitalised w/ coronavirus compared to smoking prevalence (France 23%).","Official French data"
"4824","@AF_indian","#China you never fail to disgust #corononavirus #CoronaOutbreak China seek for court’s approval to kill the over 20,000 coronavirus patients to avoid further spread of the virus","#China you never fai"
"2696","@catoletters","Countries using chloroquine to treat malaria,compare to inverse map of Covid 19 countries?","Countries using chlo"
"4650","@malumaa_9","Crow pests and giant flies reached the zero zone of #coronavirus in #China, the crowds of crows are from Yichang, Jingzhou and Hanchuan, cities of the #Hubei province, are waiting for death because they can smell it","Crow pests and giant"
"3794","@ikaveri","Here's an unexpected side effect of the pandemic - the water's flowing through the canals of Venice is clear for the first time in forever. The fish are visible, the swans returned.","Here's an unexpected"
"153","@HKrassenstein","Dear World, We're sorry that Trump is tryng to steal a #COVID19 vaccine from Germany. We're sorry that he refused test kits from the WHO, causing the virus to spread like wildfire.We're sorry that Trump is Trump.But don't worrry. Joe Biden is coming soon! #QuarantineLife","Dear World, We're so"
"3574","@JuliatCheek","1/ UPDATE 🙌 My proudest day ever at @everly_well is today. We’re launching the first solution in the U.S. to get tested and diagnosed for #COVID-19 from your home on Monday, March 23.","1/ UPDATE 🙌 My proud"
"3024","@realDonaldTrump","WE CANNOT LET THE CURE BE WORSE THAN THE PROBLEM ITSELF. AT THE END OF THE 15 DAY PERIOD, WE WILL MAKE A DECISION AS TO WHICH WAY WE WANT TO GO!","WE CANNOT LET THE CU"
"4409","@CoronaNederland","Den Haag, Rijswijkseplein: Ambulancepersoneel in witte pakken vervoert patiënt. #coronavirus","Den Haag, Rijswijkse"
"4093","@OttoHuang120","義大利福利部長：中國欺騙了我們，該疾病的傳播速度超乎尋常，比中國給我們的數據快得多。中國給我們的數據都是假的，每天新增200個重症病人，每天我們都需要新增200多的床位。
義大利已經成了小武漢，醫療系統已經崩潰。","義大利福利部長：中國欺騙了我們，該疾病的"
"3863","@SpokespersonCHN","Amid the Chinese anthem playing out in Rome, Italians chanted ""Grazie, Cina!"". In this community with a shared future, we share weal and woe together.","Amid the Chinese ant"
"3863","@zlj517","In Rome, with the Chinese anthem playing, some Italians chanted ""Grazie, Cina!"" on their balconies, & their neighbors applauded along. Against #COVID19, humanity lives in a community with a shared future! Italy is a heroic nation. At this trying moment, Chinese #StandWithItaly!","In Rome, with the Ch"
"3401","@Katyperry","You cannot break the human spirit. We are one in this.","You cannot break the"
"3401","@Madonna","Let Us All RISE UP. everywhere around the world!! 🌎 🌍 #irise","Let Us All RISE UP. "
"3401","@BlackSabbath","Quarantined Italians Singing Sabbath","Quarantined Italians"
"336","@matteosalvinimi","Vi sembra normale che nel resto del mondo chiudano frontiere, blocchino voli e mettano in quarantena chi arriva dalla Cina mentre in Italia spalancano i porti?","Vi sembra normale ch"
"3750","@jup1897","""Gli alberghi di #CR7 , in Portogallo, diventeranno ospedali accessibili a tutti, gratuitamente. Sarà lo stesso Ronaldo a pagare personale, attrezzature e forniture""
~ via 
@marca
 
@Cristiano
 👏🏽👏🏽👏🏽👏🏽👏🏽

#COVIDー19 #COVID19 #StayAtHome #YoMeQuedoEnCasa #iorestocasa","""Gli alberghi di #CR"
"3750","@repubblica","Cristiano Ronaldo trasforma i suoi hotel in ospedali gratuiti contro il coronavirus [aggiornamento delle 11:25]","Cristiano Ronaldo tr"
"1485","@OfMouthpiece","Pray for conman Raila Odinga corona is doing wonders","Pray for conman Rail"
"3835","@ngurepeterwanjo","2nd case of corona🙆‍♀️#coronavirusInkenya","2nd case of corona🙆‍"
"3207","@umaralims","Smg Ini Benar.  *Berita terkini* dari saluran berbahasa Mandarin pertama
20 juta orang Cina masuk agama Islam setelah terbukti bahwa epidemi Corona tidak menimpa umat Islam, Tuhan Maha Besar, puji bagi Tuhan atas berkah Islam.","Smg Ini Benar.  *Ber"
"1906","@Wiseronenow

","Here @whpresscorps Ask Trump about THIS!!
""Giuliani, in early February, bought $2M in shares of Novartis, a primary supplier of hydroxychloroquine.  How many shares did Sean Hannity & the Trump family buy?""
.@MSNBC .@CNN #coronavirus @JoeNBC @chrislhayes @morningmika","Here @whpresscorps A"
"4413","@realdanlyons","CAPITOL HILL: @LindseyGrahamSC says @realDonaldTrump ""probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC. If anyone is going to eradicate this plague it'll be the president.""","CAPITOL HILL: @Linds"
"4138","@BBCNewsTonight","BREAKING: Daniel Radcliffe tests positive for coronavirus. The actor is said to be the first famous person to be publicly confirmed. 

More here:","BREAKING: Daniel Rad"
"1918","@soapachu","Fear not everyone, Pat Robertson has worked out what caused the Coronavirus; oral sex! With women! Which they didn't have when he was younger!","Fear not everyone, P"
"1528","@Tori_Sachs","Per order from @GovWhitmer, people in Michigan are now banned from purchasing a new baby car seat in stores. 

This is dangerous and this order needs clarification immediately. #migov #mileg","Per order from @GovW"
"1975","@RUMAANSHAIKH","#covid19 #coronavirus #coronavirusupdate unbelievable president.","#covid19 #coronaviru"
"44","@AntonioAttolini","La condición necesaria para que las personas estén contagiadas de CoVid19 es fiebre.
Si no hay fiebre, no es posible.
Si sí la tuvieran, ahí sí... habría que hacer pruebas para determinarlo con exactitud.
Si sucedió el escenario 1, supongo así fue como se descartó tan rápido.","La condición necesar"
"4893","@RSTV_anfitrion","Medicos caen mientras operan al coronavirus. La transmisión es inmediata.","Medicos caen mientra"
"4894","@iWolowitz","El es Leslie Chow, el médico que detectó el virus en China se contagió tratando de salvar vidas y murio la noche del viernes. Comparte a este héroe. ¡Oremos!","El es Leslie Chow, e"
"4859","@oscar32017606","PRODUCTO LYSOL DESINFECTANTE, VENTA EN TODO EL MUNDO,SI EL CORONA VIRUS HA SIDO DESCUBIERTO RECIÉN PORQUE EN LA PARTE TRASERA DEL FRASCO INDICA QUE MATA EL CORONA VIRUS; ME HACE PENSAR QUE ESTE VIRUS YA EXISTÍA Y NO FUE DIVULGADO. ALGÚN COMENTARIO","PRODUCTO LYSOL DESIN"
"4186","@mcostanza12","Cómo ve 
@doctormacias","Cómo ve 
@doctormaci"
"4019","@todays_quote","Setelah mereka tahu orang-orang Uyghur dan suku-suku di Sinchiang yang mayoritas muslim tidak tertular corona. Kini orang-orang di china berebutrebut untuk mendapatkan Alquran dan mulai belajar membacanya dan belajar mengerti artinya.","Setelah mereka tahu "
"1408","@IkhsanK07895159","Membalas @dpplif dan @HANMA519","Membalas @dpplif dan"
"93","@Blaise_21","For safety against Corona Virus(COVID-19)  You should check out these precautionary measures  from @UNICEF 

RTs so a large number of people can see this.","For safety against C"
"93","@Gooddoctoracad","UNICEF       #coronavirus","UNICEF       #corona"
"2324","@kharimakharima1","Yaa Allah ...China memang bener” jahat ...mengirim baju” bundle pakaian bekas di pakai orang” Yg sudah mati akibat virus ...jgn beli apa”pun barang dr China ...","Yaa Allah ...China m"
"4861","@do_ra_dong","Media asing France24 mengungkap ada 40 ribu tenaga kerja asal china di morowali yang sedang dalam pengawasan (karantina)

40 ribu?

Banyak ya, belum lagi didaerah atau tempat lain

Besar juga pengkhianatan #BangsatBangsa

Ketika warga negara hanya di PHP kartu prakerja","Media asing France24"
"2988","@_Chinioty","#Covid_19
#StayAtHome
Vladimir Putin has given Russians two options.

You stay at home for 2 weeks or you go to jail for 5years. 
No middle ground.

RUSSIA: Vladimir Putin has Dropped 800 tigers and Lions all over the Country to push people to stay Home.. Stay Safe Everyone!!","#Covid_19
#StayAtHom"
"419","@edimaha233","Ide bagus ini, Daripada beli masker dari orang sakit jiwa seharga 7xlipat dari harga normal🤔","Ide bagus ini, Darip"
